1453860291	00 00 13 1e 05 0d bb cb c3	00 00 13 1e 05 0d c5 e3 c3	2584
1453860293	00 00 13 20 05 14 b6 7b c3	00 00 13 20 05 14 c0 7b c3	2560
1453860295	00 00 13 22 05 1b cd 7b c3	00 00 13 22 05 1b d7 93 c3	2584
1453860297	00 00 13 24 05 1f 71 9c c3	00 00 13 24 05 1f 7b ac c3	2576
1453860299	00 00 13 26 05 23 78 ac c3	00 00 13 26 05 23 82 b4 c3	2568
1453860301	00 00 13 28 05 29 95 e4 c3	00 00 13 28 05 29 9f f4 c3	2576
1453860303	00 00 13 2a 05 2f d0 94 c3	00 00 13 2a 05 2f da 9c c3	2568
1453860305	00 00 13 2c 05 36 89 34 c3	00 00 13 2c 05 36 93 4c c3	2584
1453860307	00 00 13 2e 05 3d a9 d5 c3	00 00 13 2e 05 3d b3 dd c3	2568
1453860309	00 00 13 30 05 41 9e fd c3	00 00 13 30 05 41 a9 05 c3	2568
1453860311	00 00 13 32 05 48 c0 9f c3	00 00 13 32 05 48 ca a7 c3	2568
1453860313	00 00 13 34 05 4f 31 97 c3	00 00 13 34 05 4f 3b a7 c3	2576
1453860315	00 00 13 36 05 55 f7 ef c3	00 00 13 36 05 56 01 f7 c3	2568
1453860317	00 00 13 38 05 5c b2 09 c3	00 00 13 38 05 5c bc 11 c3	2568
1453860319	00 00 13 3a 05 63 73 29 c3	00 00 13 3a 05 63 7d 31 c3	2568
1453860321	00 00 13 3c 05 67 d7 c9 c3	00 00 13 3c 05 67 e1 c9 c3	2560
1453860323	00 00 13 3e 05 6e 60 f5 c3	00 00 13 3e 05 6e 6a fd c3	2568
1453860325	00 00 13 40 05 73 e4 8d c3	00 00 13 40 05 73 ee ad c3	2592
1453860327	00 00 13 42 05 7b 42 c2 c3	00 00 13 42 05 7b 4c d2 c3	2576
1453860329	00 00 13 44 05 81 cd e9 c3	00 00 13 44 05 81 d7 f9 c3	2576
1453860331	00 00 13 46 05 88 56 29 c3	00 00 13 46 05 88 60 31 c3	2568
1453860333	00 00 13 48 05 8c 53 01 c3	00 00 13 48 05 8c 5d 11 c3	2576
1453860335	00 00 13 4a 05 93 d2 29 c3	00 00 13 4a 05 93 dc 39 c3	2576
1453860337	00 00 13 4c 05 99 05 70 c3	00 00 13 4c 05 99 0f 70 c3	2560
1453860339	00 00 13 4e 05 9f d0 00 c3	00 00 13 4e 05 9f da 18 c3	2584
1453860341	00 00 13 50 05 a6 58 f8 c3	00 00 13 50 05 a6 63 08 c3	2576
1453860343	00 00 13 52 05 ac d1 f8 c3	00 00 13 52 05 ac dc 08 c3	2576
1453860345	00 00 13 54 05 b0 f3 c0 c3	00 00 13 54 05 b0 fd d0 c3	2576
1453860347	00 00 13 56 05 b7 90 37 c3	00 00 13 56 05 b7 9a 47 c3	2576
1453860349	00 00 13 58 05 bc ef 2f c3	00 00 13 58 05 bc f9 4f c3	2592
1453860351	00 00 13 5a 05 c3 7b 0f c3	00 00 13 5a 05 c3 85 17 c3	2568
1453860353	00 00 13 5c 05 ca 06 27 c3	00 00 13 5c 05 ca 10 2f c3	2568
1453860355	00 00 13 5e 05 d0 f5 6f c3	00 00 13 5e 05 d0 ff 77 c3	2568
1453860357	00 00 13 60 05 d4 9f 7e c3	00 00 13 60 05 d4 a9 8e c3	2576
1453860359	00 00 13 62 05 db 78 8e c3	00 00 13 62 05 db 82 a6 c3	2584
1453860361	00 00 13 64 05 e0 e7 ee c3	00 00 13 64 05 e0 f1 fe c3	2576
1453860363	00 00 13 66 05 e7 71 c6 c3	00 00 13 66 05 e7 7b ce c3	2568
1453860365	00 00 13 68 05 ee 80 98 c3	00 00 13 68 05 ee 8a b0 c3	2584
1453860367	00 00 13 6a 05 f4 e4 8f c3	00 00 13 6a 05 f4 ee a7 c3	2584
1453860369	00 00 13 6c 05 f9 3c 67 c3	00 00 13 6c 05 f9 46 77 c3	2576
1453860371	00 00 13 6e 05 ff cd 96 c3	00 00 13 6e 05 ff d7 ae c3	2584
1453860373	00 00 13 70 06 04 4a 56 c3	00 00 13 70 06 04 54 5e c3	2568
1453860375	00 00 13 72 06 0b 4e f6 c3	00 00 13 72 06 0b 59 0e c3	2584
1453860377	00 00 13 74 06 12 18 c3 c3	00 00 13 74 06 12 22 d3 c3	2576
1453860379	00 00 13 76 06 18 b2 f3 c3	00 00 13 76 06 18 bd 03 c3	2576
1453860381	00 00 13 78 06 1e 08 45 c3	00 00 13 78 06 1e 12 55 c3	2576
1453860383	00 00 13 7a 06 24 0b e4 c3	00 00 13 7a 06 24 16 b4 c3	2768
1453860385	00 00 13 7c 06 29 cd 14 c3	00 00 13 7c 06 29 d7 1c c3	2568
1453860387	00 00 13 7e 06 2f 90 a5 c3	00 00 13 7e 06 2f 9a ad c3	2568
1453860389	00 00 13 80 06 33 53 0d c3	00 00 13 80 06 33 5d 1d c3	2576
1453860391	00 00 13 82 06 39 4e 45 c3	00 00 13 82 06 39 58 55 c3	2576
1453860393	00 00 13 84 06 3e 48 ad c3	00 00 13 84 06 3e 52 bd c3	2576
1453860395	00 00 13 86 06 44 e6 b5 c3	00 00 13 86 06 44 f1 ed c3	2872
1453860397	00 00 13 88 06 4a 8b de c3	00 00 13 88 06 4a 96 1e c3	2624
1453860399	00 00 13 8a 06 50 eb fe c3	00 00 13 8a 06 50 f5 fe c3	2560
1453860401	00 00 13 8c 06 54 a2 4e c3	00 00 13 8c 06 54 ac 56 c3	2568
1453860403	00 00 13 8e 06 59 cb 56 c3	00 00 13 8e 06 59 d5 66 c3	2576
1453860405	00 00 13 90 06 60 3e 66 c3	00 00 13 90 06 60 48 6e c3	2568
1453860407	00 00 13 92 06 66 b8 26 c3	00 00 13 92 06 66 c2 2e c3	2568
1453860409	00 00 13 94 06 6c 1b 37 c3	00 00 13 94 06 6c 25 4f c3	2584
1453860411	00 00 13 96 06 72 66 67 c3	00 00 13 96 06 72 70 67 c3	2560
1453860413	00 00 13 98 06 76 8e 8f c3	00 00 13 98 06 76 98 97 c3	2568
1453860415	00 00 13 9a 06 7c e5 e7 c3	00 00 13 9a 06 7c ef f7 c3	2576
1453860417	00 00 13 9c 06 83 2a d2 c3	00 00 13 9c 06 83 34 e2 c3	2576
1453860419	00 00 13 9e 06 89 7b ea c3	00 00 13 9e 06 89 85 fa c3	2576
1453860421	00 00 13 a0 06 8f 86 ea c3	00 00 13 a0 06 8f 90 fa c3	2576
1453860423	00 00 13 a2 06 96 e1 1b c3	00 00 13 a2 06 96 eb 2b c3	2576
1453860425	00 00 13 a4 06 9a c7 b3 c3	00 00 13 a4 06 9a d1 cb c3	2584
1453860427	00 00 13 a6 06 a1 34 e3 c3	00 00 13 a6 06 a1 3e fb c3	2584
1453860429	00 00 13 a8 06 a7 66 0e c3	00 00 13 a8 06 a7 70 ae c3	2720
1453860431	00 00 13 aa 06 ad 9b b6 c3	00 00 13 aa 06 ad a8 0e c3	3160
1453860433	00 00 13 ac 06 b3 0a a3 c3	00 00 13 ac 06 b3 14 bb c3	2584
1453860435	00 00 13 ae 06 b9 6c 61 c3	00 00 13 ae 06 b9 76 71 c3	2576
