1453781088	00 00 35 58 27 71 10 80 c3	00 00 35 58 27 71 1a 98 c3	2584
1453781090	00 00 35 5a 27 77 4f e1 c3	00 00 35 5a 27 77 59 e9 c3	2568
1453781092	00 00 35 5c 27 7c f2 61 c3	00 00 35 5c 27 7c fc 69 c3	2568
1453781094	00 00 35 5e 27 81 13 3b c3	00 00 35 5e 27 81 1d 43 c3	2568
1453781096	00 00 35 60 27 86 b2 03 c3	00 00 35 60 27 86 bc db c3	2776
1453781098	00 00 35 62 27 8c 3a 21 c3	00 00 35 62 27 8c 44 39 c3	2584
1453781100	00 00 35 64 27 91 cc 5d c3	00 00 35 64 27 91 d6 65 c3	2568
1453781102	00 00 35 66 27 98 00 a9 c3	00 00 35 66 27 98 0a b9 c3	2576
1453781104	00 00 35 68 27 9e 0c 89 c3	00 00 35 68 27 9e 16 91 c3	2568
1453781106	00 00 35 6a 27 a4 5b a1 c3	00 00 35 6a 27 a4 65 b9 c3	2584
1453781108	00 00 35 6c 27 a9 5e a4 c3	00 00 35 6c 27 a9 68 b4 c3	2576
1453781110	00 00 35 6e 27 ae da bc c3	00 00 35 6e 27 ae e4 cc c3	2576
1453781112	00 00 35 70 27 b4 75 9b c3	00 00 35 70 27 b4 7f 9b c3	2560
1453781114	00 00 35 72 27 ba 3e 4b c3	00 00 35 72 27 ba 48 5b c3	2576
1453781116	00 00 35 74 27 bf 7b e3 c3	00 00 35 74 27 bf 85 fb c3	2584
1453781118	00 00 35 76 27 c5 37 5b c3	00 00 35 76 27 c5 43 e3 c3	3208
1453781120	00 00 35 78 27 ca ed 7b c3	00 00 35 78 27 ca f7 83 c3	2568
1453781122	00 00 35 7a 27 cf 62 d3 c3	00 00 35 7a 27 cf 6e f3 c3	3104
1453781124	00 00 35 7c 27 d4 c9 da c3	00 00 35 7c 27 d4 d3 f2 c3	2584
1453781126	00 00 35 7e 27 d9 e0 42 c3	00 00 35 7e 27 d9 ea 4a c3	2568
1453781128	00 00 35 80 27 de 4e b2 c3	00 00 35 80 27 de 58 ba c3	2568
1453781130	00 00 35 82 27 e4 83 df c3	00 00 35 82 27 e4 8d ff c3	2592
1453781132	00 00 35 84 27 eb 42 77 c3	00 00 35 84 27 eb 4c 7f c3	2568
1453781134	00 00 35 86 27 f1 62 07 c3	00 00 35 86 27 f1 6c 17 c3	2576
1453781136	00 00 35 88 27 f7 b1 b7 c3	00 00 35 88 27 f7 bb b7 c3	2560
1453781138	00 00 35 8a 27 fd c7 cf c3	00 00 35 8a 27 fd d1 d7 c3	2568
1453781140	00 00 35 8c 28 03 bd d7 c3	00 00 35 8c 28 03 c7 ef c3	2584
1453781142	00 00 35 8e 28 0a a6 06 c3	00 00 35 8e 28 0a b0 16 c3	2576
1453781144	00 00 35 90 28 11 1d 56 c3	00 00 35 90 28 11 27 5e c3	2568
1453781146	00 00 35 92 28 17 49 76 c3	00 00 35 92 28 17 53 86 c3	2576
1453781148	00 00 35 94 28 1d 91 74 c3	00 00 35 94 28 1d 9d 9c c3	3112
