1455691171	00 01 41 1f 1e c3 7b d0 c3	00 01 41 1f 1e c6 76 80 c3	195248
1455691173	00 01 41 21 1e cc 07 f8 c3	00 01 41 21 1e ce e0 e0 c3	186600
1455691175	00 01 41 23 1e d6 35 70 c3	00 01 41 23 1e d8 cc d0 c3	169824
1455691177	00 01 41 25 1e e0 b6 a9 c3	00 01 41 25 1e e3 46 61 c3	167864
1455691179	00 01 41 27 1e ea f3 d9 c3	00 01 41 27 1e ed 0e e9 c3	138000
1455691181	00 01 41 29 1e f5 2a 81 c3	00 01 41 29 1e f7 84 e2 c3	154209
1455691183	00 01 41 2b 1e ff ba ea c3	00 01 41 2b 1f 02 1d 72 c3	156296
1455691185	00 01 41 2d 1f 0a 02 c2 c3	00 01 41 2d 1f 0c 9b 82 c3	170176
1455691187	00 01 41 2f 1f 14 33 92 c3	00 01 41 2f 1f 16 ef db c3	179273
1455691189	00 01 41 31 1f 20 ed 0b c3	00 01 41 31 1f 23 2d 7b c3	147568
1455691191	00 01 41 33 1f 2b 90 53 c3	00 01 41 33 1f 2e 89 9b c3	194888
1455691193	00 01 41 35 1f 35 50 9c c3	00 01 41 35 1f 38 66 b4 c3	202264
1455691195	00 01 41 37 1f 3f 77 a4 c3	00 01 41 37 1f 42 18 04 c3	172128
1455691197	00 01 41 39 1f 49 ac a4 c3	00 01 41 39 1f 4c 71 64 c3	181440
1455691199	00 01 41 3b 1f 53 d0 6d c3	00 01 41 3b 1f 56 85 ad c3	177472
1455691201	00 01 41 3d 1f 5d f0 d5 c3	00 01 41 3d 1f 5f 9f 85 c3	110256
1455691203	00 01 41 3f 1f 68 a4 b9 c3	00 01 41 3f 1f 6a d0 59 c3	142240
1455691205	00 01 41 41 1f 73 6f ea c3	00 01 41 41 1f 75 7a 8a c3	133792
1455691207	00 01 41 43 1f 7d a8 da c3	00 01 41 43 1f 80 6f 8a c3	181936
1455691209	00 01 41 45 1f 87 ea a2 c3	00 01 41 45 1f 8a 47 6a c3	154824
1455691211	00 01 41 47 1f 92 0e 4e c3	00 01 41 47 1f 94 db ce c3	183680
1455691213	00 01 41 49 1f 9c ec 96 c3	00 01 41 49 1f 9f b5 26 c3	182416
1455691215	00 01 41 4b 1f a8 02 3e c3	00 01 41 4b 1f ab c4 9e c3	246368
1455691217	00 01 41 4d 1f b2 50 2e c3	00 01 41 4d 1f b4 e4 96 c3	169064
1455691219	00 01 41 4f 1f bd 36 fe c3	00 01 41 4f 1f bf 59 0e c3	139792
1455691221	00 01 41 51 1f c7 e1 29 c3	00 01 41 51 1f ca a0 c9 c3	180128
1455691223	00 01 41 53 1f d1 f2 d1 c3	00 01 41 53 1f d4 31 e1 c3	147216
1455691225	00 01 41 55 1f db a6 37 c3	00 01 41 55 1f de 00 47 c3	154128
1455691227	00 01 41 57 1f e5 ca 07 c3	00 01 41 57 1f e8 b2 a6 c3	190623
1455691229	00 01 41 59 1f ef 30 6e c3	00 01 41 59 1f f1 06 8e c3	120352
1455691231	00 01 41 5b 1f f9 3c 5e c3	00 01 41 5b 1f fc 3b 16 c3	196280
1455691233	00 01 41 5d 20 03 0d 3e c3	00 01 41 5d 20 06 63 15 c3	218583
1455691235	00 01 41 5f 20 0d 23 fd c3	00 01 41 5f 20 0f ce cd c3	174800
1455691237	00 01 41 61 20 17 65 4d c3	00 01 41 61 20 1a 40 a5 c3	187224
1455691239	00 01 41 63 20 21 3f 35 c3	00 01 41 63 20 24 2c 2c c3	191735
