1455685823	00 01 2c 3c 06 ac c1 79 c3	00 01 2c 3c 06 af 66 71 c3	173304
1455685825	00 01 2c 3e 06 b5 af 01 c3	00 01 2c 3e 06 b9 81 11 c3	250384
1455685827	00 01 2c 40 06 c0 3d c9 c3	00 01 2c 40 06 c3 30 ca c3	193281
1455685829	00 01 2c 42 06 cd 2b fa c3	00 01 2c 42 06 cf 69 ca c3	146896
1455685831	00 01 2c 44 06 d7 9a 22 c3	00 01 2c 44 06 da 15 ca c3	162728
1455685833	00 01 2c 46 06 e3 64 fb c3	00 01 2c 46 06 e5 a2 d3 c3	146904
1455685836	00 01 2c 48 06 ef 0f 8b c3	00 01 2c 48 06 f0 f9 2b c3	125344
1455685838	00 01 2c 4a 06 f9 b9 13 c3	00 01 2c 4a 06 fc 6d 84 c3	177265
1455685840	00 01 2c 4c 07 03 60 44 c3	00 01 2c 4c 07 04 ca ac c3	92776
1455685842	00 01 2c 4e 07 0f 83 1c c3	00 01 2c 4e 07 11 9d 5c c3	137792
1455685844	00 01 2c 50 07 1a 86 a5 c3	00 01 2c 50 07 1c f1 55 c3	158384
1455685846	00 01 2c 52 07 26 b8 4d c3	00 01 2c 52 07 29 41 0d c3	166080
1455685848	00 01 2c 54 07 32 30 45 c3	00 01 2c 54 07 35 30 dd c3	196760
1455685850	00 01 2c 56 07 3e 39 e6 c3	00 01 2c 56 07 40 6e 26 c3	144448
1455685852	00 01 2c 58 07 4a 39 64 c3	00 01 2c 58 07 4e 0b 9c c3	250424
1455685854	00 01 2c 5a 07 55 25 d4 c3	00 01 2c 5a 07 56 e0 e5 c3	113425
1455685856	00 01 2c 5c 07 5f 92 2d c3	00 01 2c 5c 07 62 07 ed c3	161216
1455685858	00 01 2c 5e 07 6b 56 34 c3	00 01 2c 5e 07 6c d8 8c c3	98904
1455685860	00 01 2c 60 07 77 c8 84 c3	00 01 2c 60 07 79 ea dc c3	139864
1455685862	00 01 2c 62 07 83 98 24 c3	00 01 2c 62 07 85 e0 14 c3	149488
1455685864	00 01 2c 64 07 8f 57 0f c3	00 01 2c 64 07 91 62 4f c3	133952
1455685866	00 01 2c 66 07 99 a7 07 c3	00 01 2c 66 07 9b f4 df c3	151000
1455685868	00 01 2c 68 07 a4 9a 64 c3	00 01 2c 68 07 a8 9d 4c c3	262888
1455685870	00 01 2c 6a 07 b1 3a e9 c3	00 01 2c 6a 07 b3 df d9 c3	173296
1455685872	00 01 2c 6c 07 bd 0c ce c3	00 01 2c 6c 07 bf 70 2e c3	156512
1455685874	00 01 2c 6e 07 c9 b8 fe c3	00 01 2c 6e 07 cb ec ae c3	144304
1455685876	00 01 2c 70 07 d4 43 5d c3	00 01 2c 70 07 d6 d7 5d c3	168960
1455685878	00 01 2c 72 07 e1 4a d5 c3	00 01 2c 72 07 e4 2e 0d c3	189240
1455685880	00 01 2c 74 07 eb b8 c4 c3	00 01 2c 74 07 ee 6d 2c c3	177256
1455685882	00 01 2c 76 07 f8 48 5c c3	00 01 2c 76 07 fb 29 94 c3	188728
1455685884	00 01 2c 78 08 03 e4 04 c3	00 01 2c 78 08 06 90 bc c3	175288
1455685886	00 01 2c 7a 08 10 55 fb c3	00 01 2c 7a 08 12 3a d3 c3	124120
1455685888	00 01 2c 7c 08 1d 2d 33 c3	00 01 2c 7c 08 1f 52 1b c3	140520
1455685890	00 01 2c 7e 08 27 c7 72 c3	00 01 2c 7e 08 2a 44 62 c3	163056
1455685892	00 01 2c 80 08 33 30 fa c3	00 01 2c 80 08 35 4e a2 c3	138664
1455685894	00 01 2c 82 08 3f 18 a2 c3	00 01 2c 82 08 41 67 2a c3	151176
1455685896	00 01 2c 84 08 4b d7 39 c3	00 01 2c 84 08 4f e0 81 c3	264520
1455685898	00 01 2c 86 08 58 79 c9 c3	00 01 2c 86 08 5a d8 11 c3	155208
1455685900	00 01 2c 88 08 64 58 c0 c3	00 01 2c 88 08 67 ed 18 c3	234584
1455685902	00 01 2c 8a 09 cb 25 bc c3	00 01 2c 8a 09 ce 43 d4 c3	204312
1455685904	00 01 2c 8c 09 d5 e0 e4 c3	00 01 2c 8c 09 d8 2d ec c3	150792
1455685906	00 01 2c 8e 09 e1 b4 94 c3	00 01 2c 8e 09 e3 d6 84 c3	139760
1455685908	00 01 2c 90 09 ee ab 4c c3	00 01 2c 90 09 f1 0a 4c c3	155392
1455685910	00 01 2c 92 09 fa 81 ac c3	00 01 2c 92 09 fc a4 0c c3	139872
1455685912	00 01 2c 94 0a 07 68 4f c3	00 01 2c 94 0a 09 99 d7 c3	143752
1455685914	00 01 2c 96 0a 14 9b 07 c3	00 01 2c 96 0a 16 f0 1f c3	152856
1455685916	00 01 2c 98 0a 1f 26 7f c3	00 01 2c 98 0a 21 aa 5f c3	164832
1455685918	00 01 2c 9a 0a 2a 79 8f c3	00 01 2c 9a 0a 2c b3 57 c3	145864
1455685920	00 01 2c 9c 0a 36 2c 9f c3	00 01 2c 9c 0a 3a 1a af c3	257552
1455685922	00 01 2c 9e 0a 42 fd 7b c3	00 01 2c 9e 0a 45 11 cb c3	136272
1455685924	00 01 2c a0 0a 4f ee a8 c3	00 01 2c a0 0a 53 fb 38 c3	265360
1455685926	00 01 2c a2 0a 5b d6 78 c3	00 01 2c a2 0a 5e aa c9 c3	185425
1455685928	00 01 2c a4 0a 67 61 01 c3	00 01 2c a4 0a 69 33 f9 c3	119544
1455685930	00 01 2c a6 0a 73 43 19 c3	00 01 2c a6 0a 75 d6 e9 c3	168912
1455685932	00 01 2c a8 0a 7f 14 12 c3	00 01 2c a8 0a 81 55 12 c3	147712
