214	22856	t0	1535985429.102459018
215	22856	t1	1535985429.102518376
227	22856	t2	1535985429.107553878
229	22856	t3	1535985429.107610471
230	22856	t3	1535985429.107617031
252	22857	t0	1535985429.202771315
253	22857	t1	1535985429.202800653
264	22857	t2	1535985429.207289213
266	22857	t3	1535985429.207324238
267	22857	t3	1535985429.207330280
288	22858	t0	1535985429.303009610
289	22858	t1	1535985429.303038394
300	22858	t2	1535985429.307666888
302	22858	t3	1535985429.307708347
303	22858	t3	1535985429.307714332
331	22859	t0	1535985429.403293387
332	22859	t1	1535985429.403324656
343	22859	t2	1535985429.407950892
345	22859	t3	1535985429.407985303
346	22859	t3	1535985429.407991414
373	22860	t0	1535985429.503571734
374	22860	t1	1535985429.503602642
385	22860	t2	1535985429.508106669
387	22860	t3	1535985429.508136637
388	22860	t3	1535985429.508142646
409	22861	t0	1535985429.603845494
410	22861	t1	1535985429.603872284
421	22861	t2	1535985429.608610233
423	22861	t3	1535985429.608643173
424	22861	t3	1535985429.608649189
445	22862	t0	1535985429.704135800
446	22862	t1	1535985429.704162500
457	22862	t2	1535985429.708618736
459	22862	t3	1535985429.708651098
460	22862	t3	1535985429.708656979
481	22863	t0	1535985429.804409661
482	22863	t1	1535985429.804437960
493	22863	t2	1535985429.809027876
495	22863	t3	1535985429.809063065
496	22863	t3	1535985429.809069126
517	22864	t0	1535985429.904685626
518	22864	t1	1535985429.904713334
529	22864	t2	1535985429.909431714
531	22864	t3	1535985429.909466099
532	22864	t3	1535985429.909472127
559	22865	t0	1535985430.004953106
560	22865	t1	1535985430.004983096
571	22865	t2	1535985430.009506351
573	22865	t3	1535985430.009542705
574	22865	t3	1535985430.009548555
597	22866	t0	1535985430.105231009
598	22866	t1	1535985430.105258627
609	22866	t2	1535985430.129722442
611	22866	t3	1535985430.129758552
612	22866	t3	1535985430.129764536
633	22867	t0	1535985430.205500385
634	22867	t1	1535985430.205526968
645	22867	t2	1535985430.210375111
647	22867	t3	1535985430.210408855
648	22867	t3	1535985430.210414704
669	22868	t0	1535985430.305761492
670	22868	t1	1535985430.305789453
681	22868	t2	1535985430.310387067
683	22868	t3	1535985430.310429421
684	22868	t3	1535985430.310435175
711	22869	t0	1535985430.406024528
712	22869	t1	1535985430.406058006
724	22869	t2	1535985430.410805681
726	22869	t3	1535985430.410842739
727	22869	t3	1535985430.410849076
753	22870	t0	1535985430.506311403
754	22870	t1	1535985430.506342814
765	22870	t2	1535985430.510959165
767	22870	t3	1535985430.510992703
768	22870	t3	1535985430.510998714
790	22871	t0	1535985430.606585335
791	22871	t1	1535985430.606613895
807	22872	t0	1535985430.706852701
809	22872	t1	1535985430.706882173
821	22871	t1	1535985430.713385192
825	22871	t3	1535985430.718315547
826	22871	t3	1535985430.718321582
828	22871	t3	1535985430.718328756
830	22871	t3	1535985430.718335817
858	22873	t0	1535985430.807113820
859	22873	t1	1535985430.807141695
870	22873	t2	1535985430.811630963
872	22873	t3	1535985430.811664162
873	22873	t3	1535985430.811670165
894	22874	t0	1535985430.907394534
895	22874	t1	1535985430.907421275
906	22874	t2	1535985430.911986021
908	22874	t3	1535985430.912019495
909	22874	t3	1535985430.912025248
937	22875	t0	1535985431.007670075
938	22875	t1	1535985431.007697662
949	22875	t2	1535985431.012339583
951	22875	t3	1535985431.012379167
952	22875	t3	1535985431.012384901
974	22876	t0	1535985431.107925554
975	22876	t1	1535985431.107955737
986	22876	t2	1535985431.113232776
988	22876	t3	1535985431.113264777
989	22876	t3	1535985431.113270633
1010	22877	t0	1535985431.208216702
1011	22877	t1	1535985431.208246333
1022	22877	t2	1535985431.213035037
1024	22877	t3	1535985431.213072589
1025	22877	t3	1535985431.213078567
1046	22878	t0	1535985431.308484216
1047	22878	t1	1535985431.308511468
1058	22878	t2	1535985431.313172873
1060	22878	t3	1535985431.313204704
1061	22878	t3	1535985431.313213216
1089	22879	t0	1535985431.408759118
1090	22879	t1	1535985431.408788720
1101	22879	t2	1535985431.413895241
1103	22879	t3	1535985431.413943777
1104	22879	t3	1535985431.413950126
1127	22880	t0	1535985431.509032184
1128	22880	t1	1535985431.509059819
1139	22880	t2	1535985431.514033691
1143	22880	t3	1535985431.514066881
1144	22880	t3	1535985431.514072749
1169	22881	t0	1535985431.609312798
1170	22881	t1	1535985431.609341576
1181	22881	t2	1535985431.613660540
1183	22881	t3	1535985431.613695143
1184	22881	t3	1535985431.613701293
1205	22882	t0	1535985431.709588371
1206	22882	t1	1535985431.709617469
1217	22882	t2	1535985431.714317558
1219	22882	t3	1535985431.714352780
1220	22882	t3	1535985431.714358784
1241	22883	t0	1535985431.809859084
1242	22883	t1	1535985431.809887962
1253	22883	t2	1535985431.814200116
1255	22883	t3	1535985431.814235206
1256	22883	t3	1535985431.814241164
1277	22884	t0	1535985431.910125887
1278	22884	t1	1535985431.910153142
1289	22884	t2	1535985431.914762920
1291	22884	t3	1535985431.914797622
1292	22884	t3	1535985431.914804304
1313	22885	t0	1535985432.010423132
1314	22885	t1	1535985432.010449063
1325	22885	t2	1535985432.015103707
1327	22885	t3	1535985432.015139931
1328	22885	t3	1535985432.015145761
1355	22886	t0	1535985432.110704014
1356	22886	t1	1535985432.110731951
1367	22886	t2	1535985432.115187557
1369	22886	t3	1535985432.115220913
1370	22886	t3	1535985432.115226810
1391	22887	t0	1535985432.210970931
1392	22887	t1	1535985432.210999846
1406	22888	t0	1535985432.311248292
1408	22888	t1	1535985432.311279938
1420	22887	t1	1535985432.316545603
1424	22887	t3	1535985432.321710633
1425	22887	t3	1535985432.321717673
1427	22887	t3	1535985432.321724137
1428	22887	t3	1535985432.321729468
1456	22889	t0	1535985432.411516035
1457	22889	t1	1535985432.411546007
1468	22889	t2	1535985432.416733068
1470	22889	t3	1535985432.416780518
1471	22889	t3	1535985432.416786246
1499	22890	t0	1535985432.511793228
1500	22890	t1	1535985432.511824571
1511	22890	t2	1535985432.516735546
1513	22890	t3	1535985432.516769686
1514	22890	t3	1535985432.516775919
1541	22891	t0	1535985432.612067530
1542	22891	t1	1535985432.612096649
1553	22891	t2	1535985432.616819794
1555	22891	t3	1535985432.616853080
1556	22891	t3	1535985432.616859148
1579	22892	t0	1535985432.712336226
1580	22892	t1	1535985432.712366168
1591	22892	t2	1535985432.716927131
1593	22892	t3	1535985432.716960215
1594	22892	t3	1535985432.716966200
1617	22893	t0	1535985432.812607512
1618	22893	t1	1535985432.812636834
1629	22893	t2	1535985432.817225024
1631	22893	t3	1535985432.817259489
1632	22893	t3	1535985432.817265364
1653	22894	t0	1535985432.912886163
1654	22894	t1	1535985432.912912439
1665	22894	t2	1535985432.917381960
1667	22894	t3	1535985432.917414080
1668	22894	t3	1535985432.917419917
1689	22895	t0	1535985433.013133579
1690	22895	t1	1535985433.013161561
1701	22895	t2	1535985433.018024186
1703	22895	t3	1535985433.018058073
1704	22895	t3	1535985433.018064076
1730	22896	t0	1535985433.113435046
1731	22896	t1	1535985433.113464042
1743	22896	t2	1535985433.117880801
1745	22896	t3	1535985433.117913406
1746	22896	t3	1535985433.117919345
1767	22897	t0	1535985433.213698435
1768	22897	t1	1535985433.213727852
1779	22897	t2	1535985433.218098491
1781	22897	t3	1535985433.218135174
